AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,LATITUDE,LONGITUDE
NHD,Minhad AB,"Dubai, United Arab Emirates",25.02694444,55.36638889
NHK,Patuxent River NAS,"Patuxent River, MD",38.28638889,-76.41
NHT,RAF Northolt,"Northolt, United Kingdom",51.55277778,-0.41972222
NHV,Nuku Hiva Fr.Poly.,"Nuku Hiva, French Polynesia",-8.78333333,-140.1666667
NHZ,Brunswick Executive,"Brunswick, ME",43.89222222,-69.93888889
NIA,Nimba Airport,"Nimba, Liberia",7.49361111,-8.58416667
NIB,Nikolai Airport,"Nikolai, AK",63.01861111,-154.3583333
NIC,Nicosia Airport,"Nicosia, Cyprus",35.15555556,33.27333333
NIE,Niblack Airport,"Niblack, AK",55.06666667,-132.1458333
NIG,Nikunau Airport,"Nikunau, Kiribati",-1.31472222,176.4097222
NIM,Diori Hamani,"Niamey, Niger",13.48222222,2.18333333
NIN,Ninilchik Airport,"Ninilchik, AK",60.02027778,-151.5894444
NIP,Jacksonville NAS,"Jacksonville, FL",30.23361111,-81.67611111
NIT,Niort Airport,"Niort, France",46.31666667,-0.45
NIX,Nioro Airport,"Nioro, Mali",15.23888889,-9.57638889
NJ1,Camden County,"Berlin, NJ",39.77833333,-74.94777778
NJ2,Eagles Nest,"West Creek, NJ",39.66555556,-74.30805556
NJA,Atsugi NAF,"Atsugi, Japan",35.45472222,139.45
NJC,Nizhnevartovsk Airport,"Nizhnevartovsk, Russia",60.94861111,76.48055556
NJK,El Centro NAF,"El Centro, CA",32.82916667,-115.6716667
NKA,Nkan Airport,"Nkan, Gabon",0.7,9.98333333
NKC,Nouakchott Airport,"Nouakchott, Mauritania",18.09777778,-15.94805556
NKG,Lukou,"Nanjing, China",31.73222222,118.8630556
NKI,Naukiti Airport,"Naukiti, AK",55.875,-133.2208333
NGO,Chubu Centrair International,"Nagoya, Japan",34.85833333,136.8052778
NKN,Nankina Airport,"Nankina, Papua New Guinea",-5.83666667,146.4533333
NKS,Nkongsamba Airport,"Nkongsamba, Cameroon",4.935,9.93666667
N1C,Cherry Point MCAS,"Cherry Point, NC",34.90305556,-76.88083333
NKV,Nichin Cove Seaplane Base,"Nichen Cove, AK",55.85,-133.2166667
NKW,Diego Garcia Nsf,"Diego Garcia, British Indian Ocean Territory",-7.31333333,72.41111111
NKX,Miramar MCAS,"San Diego, CA",32.86861111,-117.1430556
NLA,Ndola Airport,"Ndola, Zambia",-12.99833333,28.665
NLC,Lemoore NAS,"Lemoore, CA",36.33305556,-119.9522222
NLD,Quetzalcoatl International,"Nuevo Laredo, Mexico",27.44333333,-99.57
NLG,Nelson Lagoon Airport,"Nelson Lagoon, AK",56.0075,-161.1602778
NLK,Norfolk Island Airport,"Norfolk Island, Australia",-29.0425,167.9380556
NLO,N'Dolo,"Kinshasa, Congo (Kinshasa)",-4.32666667,15.32722222
NLP,Nelspruit Airport,"Nelspruit, South Africa",-25.50055556,30.91361111
NLS,Nicholson Station,"Nicholson, Australia",-18.05083333,128.8958333
NMC,Norman's Cay Airport,"Norman's Cay, The Bahamas",24.59638889,-76.81888889
NME,Nightmute Airport,"Nightmute, AK",60.46916667,-164.7041667
NMG,San Miguel Airport,"San Miguel, Panama",8.45638889,-78.93416667
NNA,Kenitra Airport,"Kenitra, Morocco",34.29916667,-6.59555556
NNG,Wuxu,"Nanning, China",22.60861111,108.1755556
NNK,Naknek Airport,"Naknek, AK",58.73472222,-157.0252778
NNL,Nondalton Airport,"Nondalton, AK",59.98027778,-154.8391667
NNU,Nanuque Airport,"Nanuque, Brazil",-17.82305556,-40.32972222
NNY,Nanyang East,"Nanyang, China",32.98277778,112.6175
NOA,Nowra Airport,"Nowra, Australia",-34.94888889,150.5369444
NOC,Ireland West Airport Knock,"Connaught, Ireland",53.91027778,-8.81861111
NOG,Nogales International,"Nogales, Mexico",31.22638889,-110.9769444
NON,Nonouti Airport,"Nonouti, Kiribati",-0.63972222,174.4277778
NOP,Nab,"Mactan Island, Philippines",10.33333333,123.9
NOR,Nordfjordur Airport,"Nordfjordur, Iceland",65.13166667,-13.7475
NOS,Fascene,"Nossi-Be, Madagascar",-13.31222222,48.31472222
NOT,Gnoss Field,"Novato, CA",38.14361111,-122.5572222
NOU,Noumea La Tontouta,"Noumea, New Caledonia",-22.01444444,166.2130556
NOV,Huambo Airport,"Huambo, Angola",-12.80888889,15.76055556
NPA,Pensacola NAS,"Pensacola, FL",30.35333333,-87.31805556
NPE,Napier Airport,"Napier, New Zealand",-39.46972222,176.8672222
NPL,New Plymouth Airport,"New Plymouth, New Zealand",-39.00805556,174.1769444
NPT,Newport State,"Newport, RI",41.5325,-71.28166667
NQA,Millington Memphis,"Millington, TN",35.35666667,-89.87055556
NQI,Kingsville NAS,"Kingsville, TX",27.50444444,-97.80833333
NQN,Presidente Peron,"Neuquen, Argentina",-38.94888889,-68.15583333
NQX,Key West NAS,"Key West, FL",24.57472222,-81.68666667
NQY,Newquay Airport,"Newquay, United Kingdom",50.44083333,-4.99527778
NRA,Narrandera Airport,"Narrandera, Australia",-34.70222222,146.5122222
NRB,Mayport NS,"Mayport, FL",30.39138889,-81.42444444
NRI,Grand Lake Regional,"Afton, OK",36.5775,-94.86194444
NRK,Kungsangen,"Norrkoping, Sweden",58.58583333,16.25055556
NRL,North Ronaldsay Airport,"North Ronaldsay, United Kingdom",59.3675,-2.43472222
NRR,Roosevelt Roads NAS,"Ceiba, PR",18.24972222,-65.63555556
NRT,Narita International,"Tokyo, Japan",35.77694444,140.3825
NSA,Noosa Aust.,"Noosa, Australia",-26.38333333,153.15
NSB,North Seaplane Base,"Bimini, The Bahamas",25.72916667,-79.28888889
NSE,Whiting Field NAS North,"Milton, FL",30.7225,-87.02388889
NSF,Joint Base Andrews,"Camp Springs, MD",38.81083333,-76.86694444
NSI,Yaounde Nsimalen,"Yaounde, Cameroon",3.7225,11.55333333
NSL,NASA Shuttle Landing Facility,"Merritt Island, FL",28.615,-80.69444444
NSN,Nelson Airport,"Nelson, New Zealand",-41.29694444,173.2241667
NSO,Scone Airport,"Scone, Australia",-32.03722222,150.8322222
NST,Nakhon Si Thammarat Airport,"Nakhon Si Thammarat, Thailand",8.53972222,99.94472222
NSY,Sigonella Airport,"Sigonella, Italy",37.40166667,14.92222222
NT1,Snap Lake Mine/Debeers,"Snap Lake, Canada",63.585,-110.9
NTD,Point Mugu NAS,"Port Hueneme, CA",34.11916667,-119.1197222
NTE,Nantes Atlantique,"Nantes, France",47.15305556,-1.61083333
NTL,Williamtown,"Newcastle, Australia",-32.79694444,151.8361111
NTN,Normanton Airport,"Normanton, Australia",-17.685,141.0702778
NTO,Santo Antao Airport,"Santo Antao, Cape Verde",17.05,-25.16666667
NTQ,Noto,"Wajima, Japan",37.29333333,136.9622222
NTR,Del Norte International,"Monterrey, Mexico",25.86555556,-100.2372222
NTU,Oceana NAS,"Oceana, VA",36.82277778,-76.03194444
NTY,Pilanesberg International,"Sun City, South Africa",-25.33388889,27.17361111
NUE,Nuernberg,"Nuremberg, Germany",49.49861111,11.0775
NUG,Nuguria Airport,"Nuguria, Papua New Guinea",-3.40527778,154.7358333
NUI,Nuiqsut Airport,"Nuiqsut, AK",70.20972222,-151.0063889
NUL,Nulato Airport,"Nulato, AK",64.72944444,-158.0741667
NUN,Saufley Field NOLF,"Pensacola, FL",30.46972222,-87.33805556
NUP,Nunapitchuk Airport,"Nunapitchuk, AK",60.90611111,-162.4405556
NUQ,Moffett Federal Airfield,"Mountain View, CA",37.41611111,-122.0491667
NUW,Whidbey Island NAS,"Whidbey Island, WA",48.35194444,-122.6558333
NV1,Perkins Field,"Overton, NV",36.56805556,-114.4433333
NVA,Benito Salas,"Neiva, Colombia",2.95027778,-75.29388889
NVD,Nevada Municipal,"Nevada, MO",37.8525,-94.30472222
NVK,Narvik Airport,"Narvik, Norway",68.425,17.425
NVT,Ministro Victor Konder International,"Navegantes, Brazil",-26.87944444,-48.65083333
NWI,Norwich Airport,"Norwich, United Kingdom",52.67583333,1.28277778
NXX,Willow Grove NAS JRB,"Willow Grove, PA",40.19972222,-75.14805556
NY1,Kingston Ulster,"Kingston, NY",41.98527778,-73.96444444
NY2,Oswego County,"Fulton, NY",43.35083333,-76.38805556
NY3,F and F Airpark Inc,"Oneonta, NY",42.45,-75.01638889
NYC,New York City Metropolitan Area,"New York, NY",40.72722222,-73.92666667
NYL,Yuma MCAS/Yuma International,"Yuma, AZ",32.65666667,-114.6061111
NYO,Skavsta,"Nykoping, Sweden",58.78861111,16.91222222
NYU,Bagan,"Nyaung-U, Burma",21.17888889,94.93027778
VQQ,Cecil,"Jacksonville, FL",30.21888889,-81.87722222
NZJ,El Toro MCAS,"Santa Ana, CA",33.6675,-117.7183333
NZW,South Weymouth NAS,"South Weymouth, MA",42.14861111,-70.94027778
NZY,North Island NAS,"San Diego, CA",32.69833333,-117.2130556
O85,Benton Field,"Redding, CA",40.57361111,-122.4072222
OAG,Orange Airport,"Orange, Australia",-33.37805556,149.1255556
OAI,Bagram Airport,"Bagram, Afghanistan",34.94638889,69.265
OAJ,Albert J Ellis,"Jacksonville/Camp Lejeune, NC",34.82916667,-77.61222222
OAK,Metropolitan Oakland International,"Oakland, CA",37.72111111,-122.2211111
OAM,Oamaru Airport,"Oamaru, New Zealand",-44.96694444,171.0813889
OAN,El Arrayan,"Olanchito, Honduras",15.50666667,-86.57527778
OAX,Xoxocotlan International,"Oaxaca, Mexico",16.99861111,-96.72611111
OBC,Obock Airport,"Obock, Djibouti",11.96833333,43.27888889
OBF,Oberpfaffenhofen Airport,"Oberpfaffenhofen, Germany",48.08166667,11.28333333
OBO,Obihiro Airport,"Obihiro, Japan",42.73361111,143.2175
OBS,Aubenas Airport,"Aubenas, France",44.61666667,4.38333333
OBT,Garrett County,"Oakland, MD",39.58083333,-79.33583333
OBU,Kobuk Airport,"Kobuk, AK",66.91222222,-156.8972222
OCE,Ocean City Municipal,"Ocean City, MD",38.31055556,-75.12388889
OCF,Ocala International-Jim Taylor Field,"Ocala, FL",29.17194444,-82.22416667
OCH,Nacogdoches A L Mangham Jr Regional,"Nacogdoches, TX",31.57777778,-94.71
OCI,Thumb Bay,"Oceanic, AK",60.2,-147.8166667
OCJ,Boscobel,"Ocho Rios, Jamaica",18.40055556,-76.96972222
OCN,Bob Maxwell Memorial Airfield,"Oceanside, CA",33.21805556,-117.3513889
OCW,Washington Warren,"Washington, NC",35.57055556,-77.04972222
ODA,Ouadda Airport,"Ouadda, Central African Republic",8.01055556,22.39805556
ODB,Cordoba Airport,"Cordoba, Spain",37.84194444,-4.84888889
ODD,Oodnadatta Airport,"Oodnadatta, Australia",-27.56277778,135.4433333
ODE,Hans Christian Anderson,"Odense, Denmark",55.47666667,10.33083333
ODM,Oakland Airport,"Oakland, MD",39.40666667,-79.41388889
ODS,Odessa International,"Odessa, Ukraine",46.42694444,30.67638889
ODW,A.J. Eisenberg,"Oak Harbor, WA",48.25166667,-122.6736111
OEC,Oecusse Airport,"Oecusse, Timor-Leste",-9.19805556,124.3447222
OER,Ornskoldsvik,"Oernskoeldsvik, Sweden",63.40916667,18.98833333
OFF,Offutt AFB,"Omaha, NE",41.11944444,-95.90861111
OFK,Norfolk Regional/Karl Stefan Memorial Field,"Norfolk, NE",41.98555556,-97.435
OFU,Ofu Airport,"Ofu, TT",-14.18444444,-169.67
OGA,Searle Field,"Ogallala, NE",41.11944444,-101.7697222
OGB,Orangeburg Municipal,"Orangeburg, SC",33.45694444,-80.85944444
OGD,Ogden-Hinckley,"Ogden, UT",41.195,-112.0122222
OGG,Kahului Airport,"Kahului, HI",20.89861111,-156.4305556
OGN,Yonaguni Airport,"Yonaguni, Japan",24.4675,122.9797222
OGS,Ogdensburg International,"Ogdensburg, NY",44.68222222,-75.46333333
OH1,Fayette County,"Washington Court House, OH",39.57027778,-83.42055556
OH2,Bellefontaine Regional,"Bellefontaine, OH",40.37222222,-83.81916667
OH3,Ross County,"Chillicothe, OH",39.44055556,-83.02305556
OH4,Union County,"Marysville, OH",40.22444444,-83.35166667
OH5,Cincinnati - Blue Ash,"Cincinnati, OH",39.24666667,-84.38888889
OH6,Portage County,"Ravenna, OH",41.21027778,-81.25166667
OH7,Kent State University,"Kent, OH",41.15138889,-81.415
OHA,Ohakea Airport,"Ohakea, New Zealand",-40.20611111,175.3877778
OHC,Northeast Cape AFS,"Northeast Cape, AK",63.32638889,-168.9688889
OHD,Ohrid Airport,"Ohrid, Macedonia",41.18,20.74222222
OHI,Oshakati Airport,"Oshakati, Namibia",-17.80111111,15.70111111
OHR,Wyk Auf Foehr,"Wyk Auf Fohr, Germany",54.68444444,8.52805556
OIC,Eaton,"Norwich, NY",42.56638889,-75.52416667
OIM,Oshima,"Oshima Islands, Japan",34.78194444,139.3602778
OIT,Oita Airport,"Oita, Japan",33.47944444,131.7372222
OJC,Johnson County Executive,"Olathe, KS",38.8475,-94.7375
OKA,Naha,"Okinawa, Japan",26.19583333,127.6458333
OKC,Will Rogers World,"Oklahoma City, OK",35.39305556,-97.60083333
OKD,Okadama,"Sapporo, Japan",43.11527778,141.3844444
OKJ,Okayama Airport,"Okayama, Japan",34.75694444,133.8552778
OKK,Kokomo Municipal,"Kokomo/Logansport/Peru, IN",40.52777778,-86.05972222
OKN,Okondja Airport,"Okondja, Gabon",-0.66638889,13.67388889
OKO,Yokota AB,"Tokyo, Japan",35.74861111,139.3486111
OKR,Yorke Island Airport,"Yorke Island, Australia",-9.75333333,143.405
OKY,Oakey Airport,"Oakey, Australia",-27.41138889,151.7352778
OLA,Orland Airport,"Orland, Norway",63.69888889,9.60388889
OLB,Olbia Costa Smeralda,"Olbia, Italy",40.89861111,9.5175
OLE,Cattaraugus County-Olean,"Olean, NY",42.24111111,-78.37138889
OLF,L. M. Clayton,"Wolf Point, MT",48.09444444,-105.575
OLH,Old Harbor Airport,"Old Harbor, AK",57.21833333,-153.2697222
OLI,Rif,"Olafsvik, Iceland",64.91138889,-23.82305556
OLM,Olympia Regional,"Olympia, WA",46.96944444,-122.9025
OLO,Olomouc Airport,"Olomouc, Czech Republic",49.58722222,17.21
OLP,Olympic Dam Airport,"Olympic Dam, Australia",-30.485,136.8766667
OLS,Nogales International,"Nogales, AZ",31.41777778,-110.8477778
OLU,Columbus Municipal,"Columbus, NE",41.44861111,-97.34083333
OLV,Olive Branch Airport,"Olive Branch, MS",34.97861111,-89.78694444
OMA,Eppley Airfield,"Omaha, NE",41.30305556,-95.89416667
OMB,Omboue Airport,"Omboue, Gabon",-1.58333333,9.26666667
OME,Nome Airport,"Nome, AK",64.5125,-165.4444444
OMH,Uromiyeh,"Urmieh, Iran",37.66805556,45.06861111
OMK,Omak Airport,"Omak, WA",48.46444444,-119.5180556
OML,Omkalai Airport,"Omkalai, Papua New Guinea",-6.18555556,144.9583333
OMO,Mostar Airport,"Mostar, Bosnia and Herzegovina",43.28305556,17.84583333
OMR,Oradea Airport,"Oradea, Romania",47.02527778,21.9025
OMS,Omsk Tsentralny,"Omsk, Russia",54.96722222,73.31027778
ONA,Winona Municipal/Max Conrad Field,"Winona, MN",44.07972222,-91.71166667
OND,Ondangwa Airport,"Ondangwa, Namibia",-17.87833333,15.9525
ONG,Mornington Island Airport,"Mornington Island, Australia",-16.6625,139.1780556
ONH,Oneonta Municipal,"Oneonta, NY",42.52472222,-75.06444444
ONJ,Odate Noshiro Airport,"Odate Noshiro, Japan",40.19194444,140.3713889
ONL,The O'Neill Municipal-John L. Baker Field,"O'Neill, NE",42.46944444,-98.68777778
ONM,Socorro Municipal,"Socorro, NM",34.0225,-106.9030556
ONN,Onion Bay Airport,"Onion Bay, AK",58.06805556,-153.2538889
ONO,Ontario Municipal,"Ontario, OR",44.01944444,-117.0130556
ONP,Newport Municipal,"Newport, OR",44.58027778,-124.0580556
ONT,Ontario International,"Ontario, CA",34.05611111,-117.6011111
ONX,Enrique A Jimenez,"Colon, Panama",9.36055556,-79.86722222
OOB,Cobol Alaska/Scaled/,"Cobol, AK",57.48333333,-135.8666667
OOK,Toksook Bay,"Toksook, AK",60.54138889,-165.0872222
OOL,Gold Coast Airport,"Gold Coast, Australia",-28.16444444,153.5047222
OOM,Cooma Airport,"Cooma, Australia",-36.30833333,148.9733333
OPF,Miami Opa Locka Executive,"Miami, FL",25.9075,-80.27833333
OPH,Ophir Airport,"Ophir, AK",63.14583333,-156.5288889
OPO,Porto Airport,"Porto, Portugal",41.24805556,-8.68111111
OQA,McDonald Lake Airport,"McDonald Lake, AK",55.93722222,-131.8127778
OQB,Bible Camp Airport,"Bible Camp, AK",57.92638889,-156.0833333
OQC,Cinder River Lodge Airport,"Cinder River Lodge, AK",57.06666667,-157.8141667
OQF,Lemesurier Island Airport,"Lemesurier Island, AK",58.28444444,-136.0847222
OQG,Tracy Arm Airport,"Tracy Arm, AK",57.91138889,-133.4022222
OQI,Vrems Airport,"Vrems, AK",57.85694444,-157.0866667
OQK,Akolik Airport,"Akolik, AK",68.98333333,-163.4455556
OQL,Mels Airport,"Mels, AK",56.23333333,-160.075
OQM,Meshik Airport,"Meshik, AK",56.76666667,-158.0852778
OQN,Telaquana Lake Airport,"Telaquana Lake, AK",60.95527778,-153.9075
OQO,Chelatna Lake Lodge Airport,"Chelatna Lake Lodge, AK",62.43416667,-151.4147222
OQP,Pumice Airport,"Pumice, AK",57.17833333,-157.7333333
OQQ,Points Alsworth,"Port Alsworth, AK",60.18333333,-154.3338889
OQR,Twin Lakes Airport,"Twin Lakes, AK",60.65277778,-154.0361111
OQS,Sandy Airport,"Sandy, AK",56.23333333,-160.2258333
OQU,Waterkloof AFB,"Waterkloof, South Africa",-25.83,28.2225
OQV,Shirleyville Airport,"Shirleyville, AK",61.01361111,-151.4069444
OQW,Doug Carney Strip Airport,"Doug Carney Strip, AK",61.43416667,-157.05
OQX,Shisholik Airport,"Shisholik, AK",67,-162.8333333
OQY,Camp Sivinuvik,"Sivinuvik, AK",66.88333333,-161.4833333
OQZ,American Creek Airport,"American Creek, AK",62.04333333,-158.2563889
OR1,Grants Pass Airport,"Grants Pass, OR",42.51,-123.3880556
OR2,Siletz Bay State,"Gleneden, OR",44.87666667,-124.0286111
OR3,Florence Municipal,"Florence, OR",43.98277778,-124.1113889
ORB,Orebro Airport,"Orebro, Sweden",59.2225,15.0375
ORC,Orocue Airport,"Orocue, Colombia",4.79027778,-71.34833333
ORD,Chicago O'Hare International,"Chicago, IL",41.97444444,-87.90666667
ORF,Norfolk International,"Norfolk, VA",36.89472222,-76.20111111
ORG,Zorg en Hoop,"Paramaribo, Suriname",5.81111111,-55.19222222
ORH,Worcester Regional,"Worcester, MA",42.26722222,-71.87555556
ORI,Port Lions Airport,"Port Lions, AK",57.885,-152.8475
ORK,Cork Airport,"Cork, Ireland",51.84138889,-8.49111111
ORL,Executive,"Orlando, FL",28.54555556,-81.33305556
ORN,Ahmed Benbella,"Oran, Algeria",35.62111111,-0.62472222
ORP,Orapa Airport,"Orapa, Botswana",-21.26611111,25.31944444
ORT,Northway Airport,"Northway, AK",62.96111111,-141.9280556
ORU,Juan Mendoza,"Oruro, Bolivia",-17.95555556,-67.07583333
ORV,Robert/Bob/Curtis Memorial,"Noorvik, AK",66.8175,-161.0222222
ORY,Paris Orly,"Paris, France",48.72555556,2.35916667
ORZ,Orange Walk Airport,"Orange Walk, Belize",18.06666667,-88.55
OSA,Osaka Metropolitan Area,"Osaka, Japan",34.60527778,135.3425
OSB,Grand Glaize - Osage Beach,"Osage Beach, MO",38.11055556,-92.68055556
OSC,Oscoda-Wurtsmith,"Oscoda, MI",44.45166667,-83.39416667
OSD,Are Ostersund,"Ostersund, Sweden",63.19416667,14.50194444
OSH,Wittman Regional,"Oshkosh, WI",43.98444444,-88.55694444
OSI,Osijek Airport,"Osijek, Croatia",45.46277778,18.81027778
OSK,Oskarshamn Airport,"Oskarshamn, Sweden",57.35055556,16.49805556
OSL,Gardermoen,"Oslo, Norway",60.19444444,11.09888889
OSM,Mosul International,"Mosul, Iraq",36.30583333,43.1475
OSN,Osan AB,"Osan, South Korea",37.09166667,127.0294444
OSP,Redzikowo,"Slupsk, Poland",54.47861111,17.10416667
OSR,Mosnov,"Ostrava, Czech Republic",49.69611111,18.11083333
OST,Oostende,"Ostend, Belgium",51.2,2.875
OSU,Ohio State University,"Columbus, OH",40.07944444,-83.07333333
OSX,Kosciusko/Attala County,"Kosciusko, MS",33.09027778,-89.54194444
OSY,Namsos Airport,"Namsos, Norway",64.47222222,11.57861111
OSZ,Zegrze Pomorskie,"Koszalin, Poland",54.04222222,16.26388889
OTD,Raul Arias Espinoza,"Contadora, Panama",8.62833333,-79.03444444
OTG,Worthington Municipal,"Worthington, MN",43.655,-95.57916667
OTH,Southwest Oregon Regional,"North Bend/Coos Bay, OR",43.41694444,-124.2469444
OTM,Ottumwa Regional,"Ottumwa, IA",41.10722222,-92.44694444
OTP,Henri Coanda,"Bucharest, Romania",44.57111111,26.085
OTR,Coto 47 Airport,"Coto 47, Costa Rica",8.60166667,-82.96861111
OTS,Anacortes Airport,"Anacortes, WA",48.49861111,-122.6625
OTU,Otu Airport,"Otu, Colombia",7,-74.71666667
OTZ,Ralph Wien Memorial,"Kotzebue, AK",66.88472222,-162.5980556
OUA,Ouagadougou Airport,"Ouagadougou, Burkina Faso",12.35305556,-1.5125
OUD,Angads International,"Oujda, Morocco",34.79416667,-1.93194444
OUE,Ouesso Airport,"Ouesso, Congo (Brazaville)",1.62055556,16.03888889
OUH,Oudtshoorn Airport,"Oudtshoorn, South Africa",-33.60694444,22.18888889
OUL,Oulu Airport,"Oulu, Finland",64.93,25.35444444
OUN,University of Oklahoma/Max Westheimer,"Norman, OK",35.24555556,-97.47222222
OUR,Batouri Airport,"Batouri, Cameroon",4.47666667,14.36277778
OVA,Bekily Airport,"Bekily, Madagascar",-24.23638889,45.30416667
OVB,Tolmachevo,"Novosibirsk, Russia",55.02277778,82.62472222
OVD,Asturias Airport,"Asturias, Spain",43.56361111,-6.03472222
OVE,Oroville Municipal,"Oroville, CA",39.48777778,-121.6219444
OWA,Owatonna Degner Regional,"Owatonna, MN",44.12333333,-93.26055556
OWB,Owensboro Daviess County Regional,"Owensboro, KY",37.73888889,-87.16694444
OWD,Norwood Memorial,"Norwood, MA",42.19055556,-71.17305556
OXB,Osvaldo Vieira,"Bissau, Guinea-Bissau",11.895,-15.65361111
OXC,Waterbury Oxford,"Waterbury, CT",41.47833333,-73.13527778
OXR,Oxnard,"Oxnard/Ventura, CA",34.20083333,-119.2072222
OXV,Knoxville Municipal,"Knoxville, IA",41.30166667,-93.11277778
OYA,Goya Airport,"Goya, Argentina",-29.10583333,-59.21861111
OYE,Oyem Airport,"Oyem, Gabon",1.54305556,11.58138889
OYK,Oiapoque Airport,"Oiapoque, Brazil",3.85416667,-51.79722222
OYO,Tres Arroyos Airport,"Tres Arroyos, Argentina",-38.38694444,-60.32972222
OYS,Yosemite National Park Airport,"Yosemite National Park, CA",37.75,-119.5833333
OZA,Ozona Municipal,"Ozona, TX",30.73527778,-101.2022222
OZC,Misamis,"Ozamis City, Philippines",8.18055556,123.8413889
OZH,Zaporizhzhia International,"Zaporozhye, Ukraine",47.86722222,35.315
OZP,Moron AB,"Moron, Spain",37.175,-5.61611111
OZR,Cairns AAF,"Ozark, AL",31.27555556,-85.71333333
PA1,Husky Haven,"Montrose, PA",41.78888889,-75.89
PA2,Bedford County,"Bedford, PA",40.08611111,-78.51361111
PAA,Hpa An,"Pa-An, Burma",16.89388889,97.675
PAD,Paderborn/Lippstadt,"Paderborn, Germany",51.61416667,8.61638889
PAE,Snohomish County,"Everett, WA",47.90694444,-122.2816667
PAG,Pagadian Airport,"Pagadian, Philippines",7.82638889,123.4597222
PAH,Barkley Regional,"Paducah, KY",37.06027778,-88.77305556
PAK,Port Allen,"Hanapepe, HI",21.89694444,-159.6030556
PAM,Tyndall AFB,"Panama City, FL",30.06916667,-85.575
PAN,Pattani Airport,"Pattani, Thailand",6.78555556,101.1536111
PAO,Palo Alto Airport,"Palo Alto, CA",37.46111111,-122.115
PAP,Port Au Prince International,"Port-au-Prince, Haiti",18.58,-72.2925
PAQ,Warren Bud Woods Palmer Municipal,"Palmer, AK",61.595,-149.0886111
PAR,Paris Metropolitan Area,"Paris, France",48.90361111,2.44944444
PAS,Paros Airport,"Paros, Greece",37.02083333,25.11305556
PAT,Jai Prakash Narayan International Patna,"Patna, India",25.59083333,85.0875
PAV,Paulo Afonso,"Paulo Alfonso, Brazil",-9.40083333,-38.25055556
PAX,Port-de-Paix Airport,"Port-de-Paix, Haiti",19.93444444,-72.84777778
PAY,Tungud/Pamol,"Pamol, Malaysia",5.99305556,117.3944444
PAZ,Tajin,"Poza Rica, Mexico",20.60222222,-97.46055556
PBA,Point Barrow LRRS,"Point Barrow, AK",71.33861111,-156.6327778
PBC,Hermanos Serdan International,"Puebla, Mexico",19.15805556,-98.37138889
PBD,Porbandar Airport,"Porbandar, India",21.64944444,69.65638889
PBF,Pine Bluff Regional Airport Grider Field,"Pine Bluff, AR",34.17444444,-91.93555556
PBG,Plattsburgh International,"Plattsburgh, NY",44.65083333,-73.46805556
PBH,Paro International,"Paro, Bhutan",27.40333333,89.42472222
PBI,Palm Beach International,"West Palm Beach/Palm Beach, FL",26.68305556,-80.09555556
PBK,Pack Creek Airport,"Pack Creek, AK",57.8,-134.7
PBL,General Bartolome Salom,"Puerto Cabello, Venezuela",10.48027778,-68.07277778
PBM,Johan A. Pengel International,"Zanderij, Suriname",5.45277778,-55.18777778
PBN,Porto Amboim Airport,"Porto Amboim, Angola",-10.72194444,13.76555556
PBO,Paraburdoo Airport,"Paraburdoo, Australia",-23.17111111,117.7452778
PBR,Puerto Barrios Airport,"Puerto Barrios, Guatemala",15.73083333,-88.58388889
PBX,Pike County Hatcher Field,"Pikeville, KY",37.56194444,-82.56638889
PBZ,Plettenberg Bay Airport,"Plettenberg Bay, South Africa",-34.08833333,23.32916667
PCA,Portage Creek Airport,"Portage Creek, AK",58.90638889,-157.7111111
PCC,Puerto Rico Airport,"Puerto Rico, Colombia",1.9,-75.15
PCD,Prairie Du Chien Municipal,"Prairie Du Chien, WI",43.01916667,-91.12361111
PCE,Painter Creek Airport,"Painter Creek, AK",57.15388889,-157.3969444
PCG,Paso Caballos Airport,"Paso Caballos, Guatemala",17.26111111,-90.24611111
PCK,Porcupine Creek Airport,"Porcupine Creek, AK",67.23777778,-150.2861111
PCL,Captain FAP David Abensur Rengifo International,"Pucallpa, Peru",-8.37805556,-74.57416667
PCT,Princeton Airport,"Princeton, NJ",40.39916667,-74.65888889
PDA,Puerto Inirida Airport,"Puerto Inirida, Colombia",3.85361111,-67.90638889
PDB,Pedro Bay Airport,"Pedro Bay, AK",59.79694444,-154.13
PDC,Mueo Nickel,"Mueo, New Caledonia",-21.31666667,164.9983333
PDG,Tabing,"Padang, Indonesia",-0.875,100.3519444
PDK,Dekalb Peachtree,"Atlanta, GA",33.87555556,-84.30194444
PDL,Ponta Delgada Airport,"Ponta Delgada, Portugal",37.74222222,-25.69833333
PDP,Capitan Corbeta C. A. Curbelo International,"Maldonado, Uruguay",-34.85527778,-55.09416667
PDS,Piedras Negras International,"Piedras Negras, Mexico",28.6275,-100.5344444
PDT,Eastern Oregon Regional at Pendleton,"Pendleton, OR",45.69472222,-118.8430556
PDU,Tydeo Larre Borges International,"Paysandu, Uruguay",-32.36333333,-58.06222222
PDV,Plovdiv Airport,"Plovdiv, Bulgaria",42.06777778,24.85083333
PDX,Portland International,"Portland, OR",45.58861111,-122.5969444
PDZ,Pedernales Airport,"Pedernales, Venezuela",9.97861111,-62.23138889
